,TARGET
198805,0
5511,1
271794,0
33123,0
299336,0
174927,0
260673,0
284113,0
136359,0
301071,0
204107,0
55012,0
54564,1
221827,0
161382,0
175482,1
47365,0
83116,0
303766,0
236464,0
204277,0
101375,0
174786,0
103981,0
18569,0
303286,0
14543,0
306125,0
24409,0
224046,1
221250,0
46999,0
25864,0
36703,0
90673,0
38943,0
35657,0
77125,0
196177,0
96375,0
56875,0
154530,1
55399,0
132221,0
215922,0
123195,0
267174,0
144539,0
141197,1
110198,0
93082,0
218749,0
305389,0
241878,0
264937,0
61976,0
64969,0
39156,0
46085,0
153704,0
279608,0
158614,0
40490,0
252722,0
247294,0
62738,0
288924,0
174485,0
94902,0
177746,0
103920,0
153259,0
125541,0
214974,0
18221,0
67091,0
105394,0
183278,1
10855,0
25451,0
138229,0
93245,0
110694,0
26777,0
279332,0
55026,0
39492,0
135964,0
77022,0
85400,1
133997,1
190072,0
298833,0
104735,0
163973,0
8205,0
65087,0
7148,0
104362,0
162291,0
179272,1
66158,0
237365,0
282024,0
189972,0
95191,0
192944,1
12426,0
26448,0
164853,0
204661,1
29308,0
69482,0
157565,0
170432,0
128066,0
49839,0
134230,0
287345,0
107466,0
33902,0
234396,0
122852,0
200144,0
33457,0
140988,0
231155,0
187289,0
107460,1
20693,0
197865,0
179905,1
234241,0
103714,0
28264,0
108670,0
54654,1
244638,0
83201,0
263213,0
178302,0
305185,0
8890,0
22908,0
253992,0
145982,0
279393,0
3303,0
188448,0
109473,0
107421,1
256838,0
157411,0
186861,0
42657,0
226762,1
291456,0
31304,0
195666,0
123973,0
231182,0
185031,0
3894,0
79329,0
97053,0
190105,0
151380,0
276199,0
161688,0
12030,0
240196,0
215606,0
7864,0
134325,0
82119,0
147022,1
255058,0
169186,0
268564,0
58445,0
237052,0
146683,0
62275,0
272795,0
159457,0
195310,0
166551,0
37222,0
202343,0
192999,1
51770,0
167317,0
66615,1
103647,0
273131,0
70248,0
146204,0
5734,0
293345,0
229802,0
225846,0
47773,1
305120,0
95702,0
43934,0
224390,0
131134,0
305212,0
261879,0
102211,0
188129,0
91908,0
80992,0
191082,0
30924,0
81639,0
260902,0
98413,0
12253,0
177520,0
32602,0
222198,0
106280,0
298529,0
235957,0
101017,0
261401,0
12203,0
152081,0
180460,1
238209,0
159935,0
150379,0
155939,0
229631,0
89991,0
133321,0
255827,1
57856,0
234632,0
97847,0
113898,0
102098,0
252096,0
151454,0
269752,0
105588,0
146702,0
299320,0
182072,0
127008,0
296876,0
283058,1
61359,0
168075,0
219268,0
220273,0
132922,0
276944,0
209142,0
222297,0
105520,1
23360,0
272829,0
269257,0
213038,0
301796,0
200520,0
166637,0
231896,0
193564,0
1363,0
84778,0
274839,0
53234,0
261893,0
123086,0
199939,0
297747,0
293179,0
49092,0
34315,0
86697,0
122521,1
216517,0
36463,0
175780,0
292711,0
160659,0
103755,0
206941,0
300916,0
160007,1
136583,0
196905,0
260164,0
109661,0
292258,0
36624,0
155407,0
303603,0
260195,1
234523,0
294223,0
154833,0
242330,0
219125,1
248420,1
192243,0
270742,0
173960,0
114418,0
6325,0
225388,0
230404,1
147769,0
61412,0
24071,0
152045,1
190210,0
240071,0
100662,0
279351,0
115866,0
138692,0
156199,0
66552,0
28302,0
124189,0
120949,0
151219,0
199410,0
170227,0
112691,0
75433,0
49933,0
218766,0
73920,0
103996,0
186546,1
84911,0
132066,0
163146,0
106780,0
197301,0
263275,0
207666,0
251158,0
197998,1
42359,0
57937,1
122525,1
73166,0
176584,0
6764,0
254674,0
194470,0
306322,0
173909,0
297059,0
28269,0
120910,0
79490,0
186584,0
280510,0
297100,0
257291,0
252852,0
86720,0
82311,0
241305,0
247120,0
58616,0
140653,0
10422,0
56060,0
145997,0
149456,0
173878,0
243560,0
216228,0
97838,0
233216,0
27811,0
157613,0
145648,0
218186,0
73912,0
306603,0
40113,0
301732,0
253213,0
265591,0
299177,0
252777,0
252608,0
169341,0
150753,0
28443,0
180992,1
281458,0
222438,0
295703,0
204632,0
153237,0
251953,0
111886,0
56605,0
245022,0
59251,0
201406,0
241956,0
81615,0
158440,1
205697,0
102679,0
240773,0
161087,0
274476,0
77657,1
64441,0
26304,0
181266,1
62414,0
11444,0
131962,0
46329,0
232909,0
27394,0
39686,0
287932,0
224330,0
140934,0
223867,0
236992,0
67613,0
26079,0
215707,0
121838,0
95933,0
211616,0
218424,0
37297,0
60138,1
235316,0
84374,0
260295,0
58339,0
38224,0
36325,0
97293,0
120130,0
174168,0
254234,0
154826,0
28444,0
255544,0
123940,0
87269,0
294057,0
277261,0
116520,0
220518,0
111513,0
159090,0
180812,0
203981,0
229672,0
281429,0
287914,0
250454,0
204898,0
74010,1
126021,0
146035,0
172340,0
194877,0
164546,0
28491,0
2581,0
161431,0
192152,0
45543,0
25769,0
249369,0
53774,0
148058,0
288784,0
172889,0
261316,0
285681,0
126845,0
66319,0
53953,0
110041,0
44634,0
264183,0
141541,1
118867,0
200710,0
238296,0
56087,0
61407,0
37532,0
103526,0
290267,0
1777,0
164306,1
68040,0
201177,0
130608,0
133596,0
119907,0
118033,0
158660,0
161050,1
34666,0
50333,0
105245,0
301849,0
192104,0
270969,0
134355,1
279091,0
156502,0
14008,1
271130,0
102305,0
77965,0
206701,0
292062,0
231952,0
61319,0
175105,0
117243,0
174973,0
97810,1
294576,0
14380,0
9369,0
101288,0
175127,0
15826,0
301423,0
130438,0
291360,0
266684,0
289932,0
273232,0
151342,0
4176,0
71219,0
73685,0
45367,0
257948,0
166204,0
268380,0
24820,0
168031,0
142425,0
185402,0
192281,0
140858,0
301752,0
6719,0
203605,0
119687,0
132782,0
302013,0
78313,0
224008,0
273124,0
196607,0
265376,0
108007,0
108898,0
268185,0
185543,0
293051,0
71131,0
276971,0
274892,0
300720,0
221031,0
185512,1
161269,0
28838,0
260499,0
267548,0
165384,0
45539,0
202093,0
145628,0
77752,0
66616,0
121668,0
159574,0
94040,0
112029,0
30292,0
271750,1
257616,0
97967,0
249966,0
236085,0
74816,0
69753,0
115828,0
305040,0
68475,0
56767,1
223717,0
94699,0
16475,0
185694,0
98092,0
266192,0
62657,0
169017,0
193554,0
54181,0
183264,0
228116,0
287978,0
96697,0
234164,0
2853,0
100472,0
291672,0
77745,1
140126,0
131228,0
280366,0
279602,0
141211,0
192521,0
203120,0
15824,0
154212,0
56563,0
119756,0
67227,0
213471,0
201852,0
56994,0
171860,1
297541,0
282421,0
21866,0
186296,0
132728,0
170653,0
201755,0
76622,0
77253,0
6555,0
218787,0
186506,0
43044,0
98420,0
280539,0
52742,0
44267,0
214580,0
161503,0
47351,0
233439,0
75182,0
5077,0
177998,0
17692,0
298613,0
55702,0
157557,0
129806,0
265388,0
12083,0
276737,0
137802,0
68303,0
189638,1
289979,0
214224,0
113080,0
126897,0
68248,0
86189,0
89151,0
83563,0
26458,0
129231,0
33847,0
215450,0
88771,0
37013,0
220340,0
56049,0
258243,0
144086,1
120177,1
82170,0
46417,0
46915,0
179424,0
92778,0
186461,0
93714,0
31112,0
28139,0
234033,0
916,0
125435,0
265197,0
51320,0
129426,0
37713,0
219431,0
274732,0
25058,0
6401,0
171583,0
270710,0
87515,0
91137,0
119697,0
279668,0
221671,0
89594,0
239752,0
28490,0
169461,0
255120,0
29136,0
41030,1
2992,0
147230,0
94918,0
188810,0
56190,0
169784,1
188834,0
228399,0
277921,0
114278,0
229622,0
45816,0
215967,0
153445,0
293264,0
248712,0
108533,0
283164,0
121943,0
122639,0
165699,0
30843,0
224478,0
176724,0
184569,1
45050,0
229757,0
249518,0
70183,0
144833,0
131016,0
232528,0
57135,0
17780,0
34670,0
162092,0
53606,1
164883,0
112708,0
33203,0
178806,0
111933,0
118829,0
98288,1
171993,0
274906,0
154634,0
18376,0
202412,0
235505,1
286871,0
215921,0
91768,0
94644,0
306831,0
254341,0
222071,0
53173,1
284534,0
124373,0
56191,1
164957,0
59146,0
4006,0
247158,0
229328,0
66768,0
128759,0
293132,0
78263,0
27551,0
18920,0
129074,0
124569,0
227588,0
190715,0
254884,0
77684,1
288184,0
29883,0
120879,1
111185,0
162945,1
133797,0
8791,0
100304,0
278717,1
71696,0
215674,0
64092,0
873,0
141769,0
32592,0
37168,0
70580,0
161925,0
220894,1
221683,0
280642,0
49245,0
239337,0
10385,0
80551,0
51841,0
111067,0
294272,0
94536,0
258891,1
161614,0
3848,0
241990,0
283134,0
136220,0
186170,0
128123,0
288954,0
173387,0
191695,0
46852,0
128125,0
12623,1
226253,0
243512,0
227160,0
15983,0
77350,0
275221,0
250056,0
181583,0
20426,0
231410,0
149577,0
259255,0
179143,1
295216,0
172688,0
220693,0
293624,1
10306,0
235788,0
21479,0
126804,0
145508,0
235237,0
172060,1
179851,0
243535,0
147409,0
51165,0
1014,0
302151,0
115852,0
51105,0
18450,0
38643,0
68602,0
179201,0
234995,0
149223,0
80437,0
67105,1
136127,0
306664,0
262516,0
24599,0
187731,1
259972,0
175581,0
186162,0
98386,0
8891,0
42391,0
287945,0
226740,0
177647,0
238043,0
11636,0
261746,0
281519,0
236079,0
139202,0
167626,0
16442,0
301851,1
9949,0
104893,0
198571,0
233010,0
144646,0
163686,0
20176,0
250624,0
108228,0
128526,0
237354,0
240932,0
243236,0
248785,0
59297,0
63491,1
61879,0
144667,0
159023,0
289725,0
92248,0
173338,0
158173,1
77201,0
119070,0
168722,0
64292,0
285968,0
230387,1
293233,0
138551,0
7129,0
159231,0
259570,0
218108,0
66673,0
6578,0
262574,1
72147,1
273970,0
49401,1
151700,0
113904,0
301913,0
258512,0
307312,0
85216,0
270551,0
63715,0
532,0
252761,0
50316,0
141649,0
45977,0
128897,0
246513,0
265495,0
116754,0
112170,0
165163,1
93007,0
13183,0
237476,0
75328,0
225839,0
261336,0
174727,0
125024,0
88177,0
71282,0
94231,0
174118,0
290623,0
271616,0
139341,0
18206,1
268030,0
99156,1
76514,0
47277,0
44536,0
254363,0
200259,0
163290,0
12264,0
16920,0
246336,0
236261,0
57744,0
134498,0
161146,0
227006,0
239581,1
65029,0
299216,0
63513,0
279816,0
84946,0
42395,0
202615,0
260113,0
216317,0
129406,0
75314,0
21294,0
257217,0
46541,0
158446,0
69180,0
52379,0
113984,0
178679,0
164962,0
178558,0
68003,0
264612,0
175159,0
286954,0
247716,0
86190,0
170960,0
183802,0
10775,0
2577,0
197569,0
128417,0
274687,0
290467,0
65019,0
142886,0
299651,0
208435,0
85741,0
114928,0
153836,0
145920,0
270820,0
266588,0
68576,0
50606,1
126599,0
90751,0
28142,0
167571,0
203846,0
59567,0
181480,0
279476,0
256425,0
121869,1
192499,1
159600,0
68662,0
273779,0
192622,0
2152,0
14030,0
215469,0
36221,0
26895,0
24722,0
191766,0
231851,0
292696,0
36957,0
10720,0
64741,0
74085,0
215161,0
127324,1
265560,0
137725,1
286564,0
301219,0
171214,0
285052,0
194671,0
68157,0
226956,0
268594,1
288337,0
123405,0
202869,0
87884,0
94100,0
205902,0
19755,1
65762,0
63108,0
164802,0
56939,0
104587,1
32228,0
209017,0
92624,0
63577,0
153138,0
96141,0
245242,0
164182,1
220608,0
207556,0
115276,0
295799,0
128126,0
224975,0
127633,0
217085,0
277234,0
242336,0
289667,0
74388,0
62303,0
232070,0
163606,0
54185,0
27116,0
206631,0
111877,0
36447,0
145118,0
278897,0
259540,1
231558,0
176996,1
101397,0
95407,0
27904,0
3244,0
306771,0
117028,0
85730,0
12054,0
83000,0
93522,1
208957,1
270056,0
210009,0
269277,0
222654,0
14519,0
29598,0
33042,0
236315,0
1435,0
48477,0
256847,0
241469,0
43836,0
227123,0
113768,0
65011,0
172407,0
95554,0
239911,0
18829,1
48711,0
216326,0
122914,0
18418,0
53497,0
272277,1
20277,0
124391,0
237302,0
133516,0
64507,0
6629,0
181829,0
84214,0
230100,0
81870,0
251315,0
225253,0
103770,0
3575,0
146875,0
184254,0
200975,0
256514,0
273129,0
78734,0
167383,1
194690,0
151378,1
120628,0
182052,0
65770,0
202340,0
110652,0
30828,0
20900,0
159635,0
103854,0
77384,0
1541,0
290513,0
198136,0
243221,0
112126,0
213185,0
133290,0
160873,0
33063,0
185478,0
6577,0
280319,0
25465,0
296626,0
82634,0
42618,0
117186,0
262150,0
304649,0
190307,0
223322,0
170787,0
253903,0
300375,0
28451,0
226825,0
125293,0
173853,0
73148,0
180380,0
96691,0
13634,0
113979,0
23359,0
136542,0
174750,0
51006,0
114871,0
114670,0
144279,0
66942,0
220056,0
271822,0
113108,0
287883,0
219543,0
214609,0
221857,0
51973,0
10499,0
107870,0
234625,0
88300,0
250114,0
218960,0
116987,1
223947,0
166438,1
285450,0
62416,0
103899,0
89961,0
278287,0
279441,0
7720,0
42813,0
139979,1
306294,0
36547,0
149047,0
116664,0
145725,0
61208,0
182445,1
154357,0
112741,0
90531,0
225738,0
89846,0
161312,0
44849,0
183315,1
229125,0
273616,0
36456,0
168378,0
265765,0
256559,0
214522,0
92981,0
237017,0
291937,0
130936,0
84504,0
78226,0
251714,0
18889,0
40675,0
288906,0
40827,0
206241,0
88831,0
141472,0
61950,0
162518,0
102699,0
97624,0
161797,0
243149,0
252259,1
194423,0
181151,0
86804,0
74663,0
52764,0
94223,0
299676,0
287308,0
84785,0
158169,0
144063,0
130968,0
148684,0
60754,0
243076,1
218727,0
98504,0
94643,0
213357,0
295523,1
286134,0
85888,0
75664,1
88518,0
301690,0
75681,0
4637,0
92857,1
288555,0
48127,0
226151,0
298891,1
91928,0
83423,0
298025,0
224665,0
100398,0
226178,1
178198,0
254594,0
19950,0
190760,0
146994,0
165776,0
223915,0
23869,0
19172,0
16594,1
14610,0
136221,0
122035,0
36632,1
179266,0
61292,0
165610,0
128786,0
288513,0
13731,0
277482,0
116798,0
43552,1
9397,0
214656,0
139935,1
219008,0
148184,0
194280,0
300547,0
235235,0
280720,0
304804,0
280538,0
222906,0
108342,0
185801,0
40416,0
97521,0
175648,0
270990,0
97679,0
216467,0
129565,1
298876,0
150473,0
283583,0
36123,0
118685,0
207456,0
216354,0
85961,0
220587,0
76606,0
254812,0
194093,0
168506,0
200760,0
169913,0
82417,0
306131,0
144343,0
111804,0
105235,0
115317,0
291761,0
148745,0
101205,0
84607,0
153882,0
105358,0
194772,0
152194,0
85484,0
62217,0
256726,0
85176,0
170246,0
106067,0
92521,0
50909,0
178787,0
265957,0
220017,0
51536,0
119897,0
197855,0
120109,0
152063,0
117783,1
16195,0
90552,0
135804,0
255878,0
7802,0
161326,1
256508,0
132847,0
180391,0
99699,0
157282,0
162955,0
307486,0
306968,0
81056,0
121608,0
12888,0
271280,0
220167,0
145792,0
144360,0
154692,0
301351,0
249914,0
18178,0
51741,0
289672,0
191404,1
217638,0
159618,0
98498,0
167424,0
50947,0
50306,0
216569,0
134131,0
221933,0
95628,0
79496,0
42094,0
133978,0
98931,0
161267,0
101896,1
81339,0
263892,0
213778,0
64796,0
196268,0
119571,0
249200,0
95799,0
130759,0
286284,0
160054,0
214152,0
4643,0
257898,0
145591,0
180848,0
152574,0
259024,0
595,0
205745,0
33923,0
235688,0
10013,1
76295,0
280943,0
83688,0
201335,0
1652,0
160749,0
268580,0
192524,0
306730,0
268814,0
214181,0
93656,0
133279,0
153151,0
126895,0
254702,0
296898,0
47600,0
236971,0
110387,0
148059,0
156285,0
175775,0
249232,0
3717,0
230189,0
123604,0
128161,0
5933,0
244024,0
211095,0
184336,1
286465,0
244238,0
20271,0
115722,0
2845,0
229381,0
72215,0
3769,0
246702,0
99677,0
184161,0
71077,0
184900,0
219434,0
225577,0
67855,0
141375,0
260592,0
262958,0
220404,0
77988,0
183044,0
219172,0
50433,0
38143,0
9146,0
88704,0
272717,0
62510,0
141136,0
94889,0
189899,0
6341,0
304192,0
206363,0
41740,0
133420,0
31456,0
144257,0
85349,0
256212,0
204234,0
18208,0
155901,0
21327,0
177658,0
301360,0
16438,0
20671,0
95455,0
127408,0
65919,0
70525,0
293120,1
303589,0
80432,0
230009,0
54164,0
258693,0
11089,0
263949,0
47931,0
230144,0
78730,0
300127,0
196107,0
220695,0
223938,0
168551,0
167971,0
165556,1
133939,0
9690,0
281653,0
297776,0
216611,0
56995,0
239823,1
284025,0
152373,0
233283,0
3564,0
4037,0
56786,1
52073,0
153299,0
146885,0
222012,0
94713,0
219840,0
231967,0
117885,1
61552,1
233261,0
186503,0
1336,0
41598,0
65110,0
230839,0
38400,1
19310,0
244460,0
47978,0
75309,0
121937,0
164626,0
46244,0
5802,0
92345,0
42403,0
206628,0
256002,0
268536,0
180582,0
184856,0
111875,1
23550,0
263773,0
167753,0
35977,0
165343,0
294472,0
35871,0
283636,0
179124,0
42418,0
270554,1
141195,0
57114,0
275696,0
252565,0
202451,0
243211,0
53454,0
101862,0
203633,0
40083,0
174091,0
305581,0
236559,0
183361,0
274338,0
82714,0
173460,0
264114,0
163698,0
142858,1
145269,0
243928,0
10788,0
244914,0
19662,0
133370,0
106869,0
135535,0
112615,0
214519,0
45936,0
288296,0
287106,0
181828,0
265391,0
225180,0
214899,0
222340,0
63646,0
137530,0
149286,0
144970,0
285049,0
29196,0
99816,0
126612,0
215826,0
66463,0
211735,0
102299,0
168407,0
117758,0
191749,0
251992,0
183265,0
281550,0
124742,0
258273,0
161472,0
199543,0
134148,0
246277,1
117060,0
100840,0
93188,0
300112,0
251997,0
112744,0
211695,0
264980,0
203894,0
106671,1
70366,0
65967,0
291200,0
256315,0
162252,0
29595,0
53411,0
14129,0
120467,0
292491,0
254951,0
47133,0
160396,0
104412,1
251195,0
17314,1
288595,0
268657,0
281040,0
269849,0
34225,0
268163,0
170379,1
1251,0
162437,0
24414,0
257646,0
708,0
151179,0
274277,0
105226,0
238066,0
190,0
121933,0
29649,0
248759,0
277157,0
213861,0
5830,0
275645,0
10746,0
200461,0
80984,0
68581,0
137866,0
60538,0
182178,0
75994,0
56361,0
144997,1
73502,0
251549,0
37273,0
159755,0
157153,0
116707,0
137183,0
76540,0
293867,0
298113,1
36169,0
52945,1
221408,0
31802,0
129251,0
93329,0
97314,0
256651,0
130770,0
10965,0
203806,0
292816,0
38531,1
136749,0
281903,0
299841,0
81786,1
60204,0
99520,0
59177,0
177528,0
278906,0
154587,0
27964,0
45403,0
32427,0
155264,0
190970,0
275882,0
214222,0
12663,0
83589,0
28453,0
118416,0
224432,1
163896,0
127002,1
300206,0
247822,0
210422,0
39813,0
1616,0
66368,0
69980,0
17285,0
250523,0
40023,0
220361,0
64941,0
198788,0
83640,1
211715,0
137065,0
14111,0
102128,0
290459,0
103641,0
92578,0
233928,0
182914,0
132600,0
199928,0
104558,0
120865,0
184544,1
198312,0
97581,0
124652,0
271578,0
231075,0
108057,0
138855,1
24502,0
305201,0
132670,0
255444,0
244373,0
113880,1
188376,0
88053,0
246987,0
188592,0
26807,0
186359,0
266381,0
149905,0
34606,0
248680,1
259249,0
129339,0
151122,0
224832,0
274499,1
77338,0
307036,0
55848,0
32525,0
302177,0
75702,0
54890,0
65685,0
128864,0
112767,0
102630,0
64128,0
293902,0
34956,0
109111,0
69033,0
282905,0
186954,0
305713,0
100090,0
59308,0
256125,0
259913,0
157554,0
125233,0
223517,0
171000,0
75679,0
142295,0
209086,0
1421,0
137037,0
268721,0
262641,0
189746,0
185802,0
68159,0
122429,0
305793,0
118446,0
89675,0
300962,0
84793,0
33734,0
292863,0
11929,0
291742,0
96378,0
77584,0
225899,0
179227,0
89802,1
19332,0
274701,0
219953,0
299254,0
202937,0
281850,0
220488,0
108266,0
227147,0
2875,0
209183,0
32254,0
267591,0
199721,0
104221,0
47364,0
85863,0
174754,0
2509,0
78149,0
289267,0
270979,0
28883,0
197797,0
137085,0
2300,0
1277,0
4208,0
17292,0
185851,0
30759,0
191731,0
3460,0
93748,0
158772,0
173616,0
299465,0
264314,0
186066,0
82505,0
229568,1
154570,0
46698,0
205943,0
87271,0
164688,1
267379,0
196977,1
163194,0
223238,1
22127,0
170921,0
93119,0
70435,0
110807,0
147674,0
43167,0
93498,0
11052,0
163881,0
242399,1
108406,0
298138,0
267381,0
230384,0
38866,0
293143,0
156286,0
198219,0
1609,0
33971,0
178320,1
166291,0
122385,0
295978,0
88212,0
143384,0
190058,0
29679,0
222559,0
280358,0
192343,0
149430,0
30093,1
300818,0
158082,0
240162,0
272508,0
88826,0
280724,0
86006,0
199241,0
8943,0
138828,0
99038,0
173825,0
35658,0
11999,0
181130,0
91716,0
60949,0
62372,0
166426,0
96188,0
298932,0
64921,0
155874,0
56258,0
247364,0
223666,1
222489,0
79856,0
150522,0
296743,1
32001,0
195785,0
261512,0
164903,0
289840,0
153199,0
283835,0
175065,0
175363,0
30583,0
1086,0
96746,0
107188,0
79136,0
149197,0
265239,0
24035,0
20357,0
136116,0
115321,0
269781,0
293305,0
93409,0
77382,1
182797,0
71048,0
158738,0
107236,0
126653,0
63952,0
5523,0
11094,0
147806,0
205451,0
158742,0
288980,0
152151,0
77417,0
107603,0
69730,0
49565,0
254138,0
279410,0
216379,0
106225,0
292753,0
36223,0
230068,0
92650,0
196225,0
207772,0
51339,1
27747,0
257684,0
254569,0
233730,0
264048,0
174569,0
281025,0
77340,0
167134,1
261395,0
229030,0
238533,0
137086,0
306749,0
244555,0
223803,0
36760,0
52201,1
277127,0
10455,0
248610,0
22696,0
70150,0
170291,0
29754,0
33285,0
108257,0
291153,0
206856,0
276167,0
98206,0
191748,0
54503,0
131992,0
131038,0
266672,0
215091,0
180449,0
109934,0
288124,0
120923,0
81939,0
270469,0
6881,0
304280,0
32053,0
100777,0
131736,0
178827,0
270972,0
110551,0
189136,0
23094,0
70610,0
175229,0
128513,0
293401,0
158514,0
86037,0
85666,0
136022,0
210244,1
22471,0
72548,0
156564,0
81592,0
225267,0
118812,1
61057,1
123523,0
827,1
86783,0
164728,0
214881,0
263681,0
110566,0
135696,0
305788,0
224230,0
31169,0
110285,0
79380,0
259727,0
68325,0
244866,0
150169,0
27541,0
88642,0
252878,0
292578,1
32865,0
287120,0
302550,0
102854,0
242037,0
20953,1
199338,0
30777,0
260448,0
279978,0
46063,0
283487,0
235471,0
227815,0
3074,0
283480,0
167588,0
170496,0
124510,0
259064,0
291066,0
7729,1
14725,0
233974,0
128182,0
236073,0
226865,0
113319,0
267640,0
123017,0
223863,0
87139,0
182985,0
129804,0
165957,0
127326,0
126026,0
258634,0
231746,0
298315,0
77899,0
211904,0
80003,0
104623,0
55568,0
299313,0
305943,0
127593,0
269353,0
47357,0
177752,0
278311,0
55219,0
217804,0
61775,1
74651,0
26615,0
86094,0
135206,0
109215,1
262481,0
70985,0
196798,1
112633,0
106358,1
176818,0
275003,0
107718,0
40183,0
15013,0
126668,0
186866,0
58839,0
174459,0
142704,0
201322,0
266222,0
253394,1
109665,0
105489,1
135424,0
294337,1
5234,0
155546,0
77511,0
139534,1
52853,0
117167,0
189580,0
224636,0
176200,0
88455,0
261410,0
52231,0
109239,0
7983,1
283448,0
258939,0
290679,0
200393,0
165714,0
65733,0
187645,0
252737,0
94473,0
84309,0
163860,0
56292,0
238705,0
230765,0
300877,0
198097,0
226220,0
16780,0
162157,0
245540,0
169859,0
140702,0
292028,0
204114,0
60056,1
267888,1
88002,0
196660,0
226295,0
40078,1
13316,0
259746,0
101382,1
207866,0
103345,0
64495,0
145260,0
57056,0
300162,0
268344,0
219867,0
183257,0
177362,0
11505,0
88235,0
36541,0
86633,0
254404,0
237885,1
110229,0
255223,0
12184,0
123021,0
296415,1
104321,0
281684,0
9112,0
234923,0
124650,0
188744,1
305956,0
234796,0
108281,0
98486,0
299153,0
206242,0
49298,0
54466,0
197891,0
120057,0
139607,0
254394,0
118190,0
288315,0
183996,0
292979,0
125477,1
303197,0
30533,0
97077,0
193475,0
261712,0
162201,1
193176,0
124514,0
116976,0
59664,0
250010,0
71449,0
261088,1
81937,0
304911,0
176842,0
235873,0
75884,0
214792,0
44676,0
40224,0
28434,0
116563,0
297382,0
107164,0
90874,0
206403,0
16329,0
18621,0
28908,0
198627,0
87484,0
129743,0
57990,0
121957,0
217851,0
62554,0
133789,0
62579,0
16023,0
42488,0
123829,0
270213,0
235678,0
21063,1
108480,0
69837,0
149184,0
283406,0
7399,0
108718,0
2892,0
283775,0
33300,0
298693,0
168196,1
56033,0
285072,0
142336,0
16473,0
195010,0
149918,0
38165,1
259001,0
298420,0
251203,0
97958,0
49638,0
192898,0
298139,0
225624,0
228882,0
171656,0
121519,0
235026,0
164310,0
299888,1
241334,0
112401,0
297115,0
213771,0
8320,0
241869,0
210302,0
106574,0
272946,0
290891,0
118442,0
197880,0
303759,1
175594,0
241005,0
26981,0
113148,1
45425,0
254107,0
64559,0
95163,0
142468,0
122367,0
168234,0
149390,0
20368,1
56577,0
112678,0
6927,0
95249,1
59650,0
141073,0
81121,0
155851,0
155405,0
128013,0
88386,0
296855,0
246682,0
88712,0
256694,0
85907,0
126932,0
192239,0
225165,1
293142,0
138156,0
73854,0
246239,0
39777,0
52960,0
12721,0
36698,0
68483,0
269236,0
236825,0
286356,0
437,0
301276,0
169489,0
265626,0
29154,0
248548,0
218985,0
49384,0
11434,0
250681,0
288020,1
180139,0
168400,0
219112,1
71462,0
30345,0
218041,0
183415,0
51173,0
96466,0
281226,0
287868,0
288038,0
61159,0
227903,0
299898,0
259896,0
108760,0
266267,0
104625,0
282953,0
71787,0
242006,0
178479,0
11384,0
249799,0
134483,0
262962,0
21500,0
254490,1
165047,0
49748,0
147455,0
119984,1
240999,0
300738,0
181025,0
60493,0
112497,0
36573,0
129096,0
2642,0
95784,1
249702,0
33820,0
267737,0
62532,0
292206,1
55513,0
223385,0
268730,0
88579,0
15858,0
138000,0
111596,0
27458,0
175232,0
93953,0
147764,0
12387,0
131554,0
181963,0
46148,0
155305,0
97828,0
103558,0
263464,0
128967,0
255293,0
227145,0
243530,0
219159,0
288261,0
161443,0
16406,0
208312,0
114470,0
214060,0
68017,0
83898,0
1554,0
211849,0
6727,0
232757,0
32949,0
201192,1
202723,0
280678,0
52011,0
115011,0
67963,0
247388,0
174225,0
91032,0
74748,0
181273,0
249618,0
270122,0
195619,0
258675,0
61790,0
225507,0
12342,0
43480,0
227548,0
170540,0
61353,0
67323,0
125225,0
178205,0
121914,0
173248,0
35916,0
80325,0
163542,0
173734,0
108251,0
83118,0
264877,0
301692,0
179127,0
88926,0
99656,0
238967,0
211135,0
116776,0
268857,0
190843,0
175026,0
300243,0
258333,0
91439,0
180136,0
65398,0
3851,0
213049,0
155678,0
28101,0
188408,0
229266,0
259709,0
78211,0
156540,0
248444,0
304294,0
275309,0
35656,0
140927,0
169044,0
162314,0
123478,0
177415,0
274685,0
278340,0
46368,0
107211,0
111679,0
279680,0
47127,1
184297,0
7809,0
31870,0
78009,0
195791,1
163182,0
254576,0
285206,0
187979,0
254454,0
26946,0
131146,0
169135,0
59957,0
270433,0
282851,0
201573,0
172245,0
101201,1
40596,0
238655,0
171721,0
306306,1
288977,0
296784,0
230743,1
178925,0
157814,0
206216,0
282385,0
204928,1
43015,0
19666,0
230302,0
110118,0
21533,1
159537,0
56098,0
252126,0
72360,0
79198,0
247150,0
224859,0
10517,0
234378,0
94984,1
176086,0
952,0
260604,0
6369,0
102108,0
36238,0
277443,0
194541,0
103128,0
298115,0
69763,0
169472,0
30539,0
123602,0
281538,0
92547,1
53912,0
53509,0
174844,1
204774,0
133930,0
36227,1
57573,1
30656,0
36343,0
11107,0
59199,0
207577,0
43391,1
169293,0
173045,0
255678,0
117177,0
12919,0
139038,0
25990,0
187863,1
18158,1
88556,0
212966,0
124797,0
24180,0
46799,0
151398,0
91029,0
292153,0
231781,1
179032,0
2037,0
4259,0
247799,0
228318,0
110698,0
150767,0
220043,1
75539,0
113507,0
285235,0
108786,0
289818,0
242080,0
191397,0
271180,0
40638,1
11634,0
303975,0
186510,0
37755,0
